ad_id,user_id,device_type,browser,hour,clicked
1003,2038,tablet,edge,22,1
1039,2072,desktop,safari,13,0
1016,2018,desktop,safari,19,0
1051,2015,desktop,chrome,13,0
1092,2053,desktop,firefox,10,0
1051,2024,desktop,safari,3,0
1035,2017,tablet,edge,9,0
1037,2022,desktop,firefox,1,0
1049,2084,mobile,safari,3,0
1062,2010,mobile,safari,19,0
1062,2038,desktop,firefox,9,0
1061,2067,tablet,firefox,0,0
1098,2024,tablet,chrome,13,0
1006,2062,desktop,edge,17,0
1026,2095,mobile,chrome,11,1
1091,2029,desktop,chrome,18,0
1085,2044,desktop,edge,22,0
1013,2089,desktop,edge,11,1
1070,2060,tablet,chrome,4,0
1085,2099,tablet,firefox,3,0
1004,2050,mobile,edge,12,0
1054,2097,mobile,chrome,17,0
1001,2008,desktop,firefox,11,0
1061,2075,mobile,safari,15,0
1090,2001,desktop,firefox,22,0
1020,2004,mobile,chrome,5,0
1078,2061,desktop,edge,6,0
1020,2068,tablet,firefox,23,0
1009,2051,desktop,firefox,8,0
1086,2085,tablet,firefox,9,0
1057,2004,tablet,edge,4,0
1038,2058,mobile,edge,20,0
1004,2067,mobile,firefox,3,0
1064,2008,tablet,firefox,10,1
1012,2092,desktop,chrome,18,0
1084,2021,desktop,edge,6,1
1089,2026,mobile,firefox,12,0
1084,2009,desktop,edge,12,0
1052,2079,desktop,edge,20,0
1081,2060,desktop,edge,22,0
1044,2050,tablet,chrome,17,0
1031,2009,tablet,safari,8,0
1035,2005,desktop,edge,12,0
1080,2061,mobile,edge,12,0
1098,2004,desktop,firefox,4,0
1059,2069,mobile,edge,11,1
1010,2062,tablet,safari,0,0
1062,2055,desktop,edge,17,0
1020,2058,desktop,chrome,20,0
1051,2062,mobile,firefox,20,0
1054,2088,mobile,safari,21,0
1025,2058,desktop,chrome,23,0
1067,2050,desktop,safari,16,0
1033,2049,mobile,firefox,9,1
1051,2003,tablet,edge,8,0
1081,2047,mobile,firefox,19,0
1098,2031,desktop,firefox,7,1
1092,2050,tablet,edge,14,0
1051,2051,tablet,chrome,12,0
1028,2098,tablet,safari,20,0
1037,2073,tablet,chrome,16,0
1041,2033,desktop,edge,8,0
1020,2035,tablet,safari,23,0
1041,2069,mobile,edge,20,1
1012,2042,mobile,chrome,10,0
1063,2015,mobile,firefox,3,0
1016,2058,desktop,safari,23,0
1008,2052,tablet,edge,6,0
1040,2018,mobile,safari,19,0
1000,2097,mobile,safari,22,1
1001,2088,mobile,chrome,21,0
1059,2094,tablet,firefox,2,0
1047,2040,mobile,safari,9,0
1028,2080,tablet,chrome,2,0
1096,2046,tablet,safari,0,0
1009,2093,tablet,firefox,13,0
1057,2053,desktop,safari,12,0
1059,2054,desktop,firefox,4,0
1020,2094,tablet,chrome,7,0
1027,2018,tablet,chrome,11,0
1074,2061,desktop,firefox,5,0
1033,2098,desktop,firefox,23,0
1007,2092,tablet,chrome,22,0
1058,2058,desktop,firefox,1,0
1085,2064,mobile,firefox,23,0
1071,2067,tablet,edge,3,0
1048,2027,tablet,safari,4,0
1078,2017,desktop,chrome,10,0
1016,2025,mobile,chrome,12,0
1059,2018,desktop,edge,7,0
1086,2054,mobile,firefox,20,0
1087,2056,mobile,firefox,4,0
1044,2005,tablet,firefox,5,1
1082,2000,mobile,chrome,14,0
1068,2007,tablet,edge,22,0
1031,2096,mobile,safari,15,0
1043,2050,tablet,edge,10,0
1064,2084,mobile,chrome,6,0
1086,2087,desktop,safari,5,0
1007,2024,mobile,firefox,11,1
1076,2046,desktop,edge,3,0
1071,2054,mobile,edge,13,0
1086,2063,mobile,chrome,10,0
1042,2082,tablet,edge,11,0
1000,2092,mobile,safari,1,0
1050,2009,mobile,edge,10,0
1023,2055,mobile,chrome,12,0
1098,2011,desktop,edge,10,0
1023,2032,tablet,safari,8,1
1016,2070,tablet,safari,20,0
1004,2016,mobile,chrome,15,0
1019,2060,mobile,firefox,4,0
1020,2009,desktop,chrome,11,0
1057,2030,mobile,firefox,2,0
1030,2059,tablet,safari,15,0
1099,2069,tablet,edge,18,1
1010,2016,desktop,edge,16,0
1051,2049,desktop,safari,10,0
1014,2036,tablet,chrome,20,0
1082,2081,desktop,edge,18,0
1006,2061,mobile,chrome,17,0
1027,2089,mobile,edge,8,0
1050,2079,desktop,firefox,12,0
1057,2071,tablet,edge,5,1
1004,2087,desktop,firefox,2,0
1004,2076,tablet,edge,22,0
1093,2028,desktop,edge,11,0
1095,2031,desktop,edge,8,0
1007,2087,desktop,edge,8,0
1063,2079,mobile,edge,14,0
1009,2010,mobile,chrome,0,0
1037,2095,tablet,firefox,17,1
1095,2005,desktop,firefox,14,0
1091,2034,mobile,edge,7,0
1080,2032,desktop,chrome,10,1
1094,2017,tablet,chrome,16,0
1007,2036,mobile,safari,13,0
1024,2012,tablet,safari,18,0
1072,2073,mobile,chrome,22,0
1065,2089,desktop,safari,23,0
1078,2080,tablet,firefox,4,1
1049,2063,mobile,chrome,1,0
1066,2000,mobile,safari,14,0
1048,2062,desktop,chrome,18,0
1035,2088,tablet,safari,15,0
1067,2033,tablet,chrome,12,0
1077,2009,tablet,edge,6,0
1040,2083,desktop,firefox,16,0
1088,2006,mobile,safari,18,0
1061,2055,mobile,edge,6,0
1009,2079,tablet,chrome,11,0
1020,2036,mobile,edge,12,0
1035,2028,tablet,firefox,12,0
1011,2011,desktop,safari,13,0
1090,2016,desktop,safari,14,1
1001,2047,desktop,chrome,1,0
1012,2083,tablet,firefox,5,0
1052,2025,mobile,edge,8,0
1031,2082,desktop,chrome,14,0
1094,2011,tablet,safari,19,0
1015,2020,tablet,edge,15,0
1031,2041,desktop,chrome,1,1
1031,2060,desktop,edge,2,0
1097,2057,desktop,edge,22,0
1010,2053,mobile,chrome,19,0
1009,2033,mobile,edge,22,0
1014,2006,tablet,edge,20,0
1016,2034,desktop,firefox,7,1
1039,2014,desktop,firefox,7,0
1017,2064,mobile,safari,20,0
1054,2089,desktop,firefox,6,0
1072,2098,tablet,chrome,10,0
1024,2024,desktop,edge,21,0
1058,2058,mobile,safari,12,0
1077,2078,tablet,firefox,7,1
1088,2085,tablet,edge,8,0
1021,2005,desktop,chrome,15,1
1029,2051,tablet,edge,4,0
1083,2078,desktop,chrome,22,1
1084,2087,desktop,edge,13,1
1043,2020,mobile,safari,0,0
1031,2070,tablet,safari,23,0
1050,2092,desktop,firefox,18,1
1045,2095,desktop,firefox,16,0
1020,2031,desktop,edge,21,0
1098,2052,tablet,edge,13,0
1031,2058,tablet,firefox,12,0
1093,2068,tablet,firefox,7,0
1038,2061,desktop,edge,2,0
1011,2003,tablet,edge,0,0
1046,2085,desktop,edge,18,0
1017,2017,tablet,safari,14,0
1020,2098,tablet,chrome,20,1
1012,2080,desktop,chrome,7,0
1020,2055,tablet,firefox,8,0
1007,2023,desktop,safari,12,0
1045,2065,tablet,edge,11,0
1006,2012,tablet,edge,8,1
1022,2061,tablet,firefox,19,0
1095,2053,tablet,firefox,23,0
1074,2014,mobile,safari,10,0
1085,2068,desktop,chrome,4,1
1021,2002,mobile,chrome,18,0
1088,2036,tablet,edge,20,0
1021,2036,tablet,firefox,17,0
1091,2002,desktop,safari,10,0
1028,2062,desktop,edge,10,0
1012,2034,desktop,chrome,5,0
1081,2051,desktop,chrome,0,0
1001,2086,tablet,safari,21,0
1028,2027,desktop,edge,20,0
1084,2093,mobile,safari,8,0
1078,2017,desktop,edge,6,0
1051,2035,desktop,chrome,5,0
1026,2032,mobile,firefox,22,0
1049,2063,mobile,firefox,9,1
1094,2025,mobile,chrome,4,0
1078,2047,mobile,firefox,0,0
1022,2039,desktop,firefox,14,0
1087,2016,mobile,edge,4,1
1043,2039,tablet,safari,19,0
1076,2006,desktop,edge,5,0
1021,2056,tablet,safari,4,0
1042,2007,desktop,safari,16,0
1036,2055,desktop,firefox,17,0
1060,2030,tablet,safari,3,0
1096,2058,mobile,safari,23,0
1055,2057,mobile,chrome,20,0
1002,2011,tablet,safari,22,0
1062,2047,mobile,chrome,1,0
1018,2030,desktop,edge,7,0
1022,2082,desktop,firefox,4,1
1028,2062,desktop,safari,3,0
1029,2073,mobile,chrome,21,0
1038,2038,mobile,edge,13,0
1024,2075,tablet,edge,3,0
1007,2019,desktop,edge,7,0
1057,2047,tablet,chrome,2,0
1015,2070,mobile,chrome,13,1
1071,2053,tablet,firefox,17,0
1000,2077,mobile,safari,22,0
1004,2074,desktop,edge,11,0
1002,2070,desktop,firefox,14,0
1064,2028,mobile,chrome,19,0
1003,2073,mobile,firefox,19,0
1098,2092,mobile,edge,8,0
1095,2072,desktop,edge,1,1
1063,2099,mobile,firefox,0,0
1097,2047,desktop,edge,14,0
1088,2073,tablet,chrome,22,1
1009,2082,desktop,edge,14,0
1020,2055,tablet,safari,7,0
1045,2094,desktop,safari,2,0
1090,2016,desktop,edge,1,0
1026,2008,mobile,firefox,3,0
1065,2096,desktop,edge,17,0
1040,2033,mobile,safari,11,1
1012,2044,mobile,chrome,17,0
1008,2087,mobile,safari,20,0
1035,2008,desktop,edge,9,0
1085,2006,mobile,edge,20,0
1089,2015,tablet,firefox,7,0
1057,2018,tablet,edge,17,0
1053,2005,desktop,edge,16,0
1011,2010,mobile,chrome,18,0
1080,2075,tablet,chrome,5,0
1077,2060,desktop,chrome,13,0
1013,2041,desktop,firefox,4,0
1033,2012,desktop,firefox,7,0
1052,2011,desktop,safari,7,0
1019,2084,desktop,firefox,17,0
1074,2073,mobile,chrome,8,0
1015,2019,mobile,firefox,13,0
1094,2049,mobile,edge,13,0
1069,2035,mobile,firefox,19,0
1055,2091,desktop,edge,13,0
1082,2087,desktop,safari,16,0
1057,2068,tablet,edge,1,0
1003,2036,tablet,chrome,13,0
1003,2011,mobile,safari,21,0
1019,2098,desktop,safari,20,0
1009,2039,tablet,safari,11,0
1023,2053,tablet,chrome,22,0
1098,2001,tablet,edge,15,0
1025,2049,tablet,safari,21,0
1036,2040,mobile,chrome,5,0
1084,2044,desktop,safari,17,0
1053,2008,mobile,safari,6,0
1020,2061,tablet,chrome,1,0
1073,2085,tablet,firefox,12,0
1037,2046,desktop,safari,22,1
1045,2004,desktop,firefox,7,0
1003,2075,mobile,safari,11,0
1059,2000,desktop,firefox,0,0
1056,2043,mobile,edge,8,0
1044,2021,mobile,firefox,7,0
1019,2037,tablet,firefox,8,1
1016,2018,mobile,firefox,4,0
1070,2079,tablet,firefox,12,0
1003,2030,mobile,edge,13,0
1092,2066,mobile,chrome,3,0
1013,2086,desktop,firefox,16,0
1002,2041,desktop,chrome,8,0
1087,2081,tablet,safari,19,0
1079,2025,desktop,chrome,14,1
1057,2012,mobile,firefox,19,1
1054,2057,tablet,chrome,3,0
1003,2017,tablet,edge,1,0
1023,2066,tablet,edge,12,0
1033,2086,mobile,firefox,3,1
1029,2002,desktop,chrome,17,0
1081,2054,tablet,safari,23,0
1018,2088,mobile,edge,15,0
1030,2090,desktop,firefox,22,1
1059,2057,desktop,edge,9,0
1059,2062,tablet,firefox,1,1
1018,2090,mobile,chrome,13,0
1048,2051,desktop,chrome,1,0
1062,2088,mobile,chrome,17,0
1082,2023,desktop,chrome,0,0
1021,2071,tablet,chrome,12,0
1023,2008,tablet,firefox,5,0
1075,2036,desktop,edge,21,0
1029,2093,mobile,safari,16,0
1057,2082,desktop,edge,16,0
1030,2052,mobile,chrome,21,0
1099,2079,desktop,edge,10,0
1063,2023,tablet,edge,5,0
1018,2020,mobile,firefox,19,0
1047,2099,tablet,safari,2,0
1044,2039,mobile,safari,13,0
1099,2061,desktop,chrome,5,0
1093,2069,tablet,firefox,16,0
1054,2068,tablet,firefox,2,0
1054,2013,mobile,firefox,16,1
1096,2041,mobile,firefox,18,0
1017,2049,mobile,firefox,17,0
1062,2060,tablet,safari,4,0
1091,2003,desktop,safari,14,0
1046,2071,mobile,edge,2,0
1074,2087,desktop,safari,22,1
1056,2074,mobile,firefox,7,1
1044,2016,desktop,edge,6,0
1032,2084,mobile,safari,17,0
1016,2056,desktop,edge,9,0
1069,2089,tablet,safari,22,0
1003,2047,mobile,chrome,9,0
1019,2043,mobile,safari,18,1
1046,2044,tablet,edge,22,1
1090,2090,mobile,chrome,0,0
1014,2079,mobile,firefox,1,1
1069,2089,tablet,edge,0,0
1046,2032,tablet,firefox,8,1
1077,2030,desktop,firefox,14,1
1074,2046,tablet,edge,17,0
1008,2005,tablet,firefox,17,0
1089,2071,mobile,edge,21,0
1015,2070,tablet,edge,6,0
1068,2033,mobile,safari,13,0
1060,2052,tablet,chrome,17,0
1009,2013,tablet,firefox,19,0
1049,2015,desktop,firefox,18,0
1002,2042,tablet,chrome,4,1
1076,2072,tablet,chrome,8,0
1093,2073,mobile,chrome,17,0
1069,2080,mobile,chrome,12,0
1080,2011,desktop,chrome,4,0
1050,2069,tablet,safari,23,0
1018,2018,mobile,edge,21,0
1041,2040,tablet,chrome,19,0
1034,2052,desktop,safari,14,0
1045,2028,mobile,chrome,23,0
1025,2069,mobile,chrome,18,1
1068,2058,desktop,firefox,19,1
1092,2088,tablet,firefox,10,0
1063,2063,mobile,firefox,8,0
1036,2023,mobile,firefox,20,0
1083,2088,desktop,edge,21,0
1048,2015,desktop,edge,15,0
1020,2051,desktop,firefox,10,0
1073,2079,tablet,firefox,1,0
1063,2005,tablet,chrome,7,0
1004,2036,tablet,chrome,22,0
1099,2084,desktop,firefox,20,1
1069,2003,mobile,firefox,4,0
1089,2097,tablet,firefox,10,0
1003,2091,desktop,chrome,10,0
1038,2037,tablet,firefox,8,1
1034,2040,mobile,firefox,10,0
1000,2091,mobile,edge,4,0
1023,2080,desktop,edge,8,0
1056,2013,mobile,chrome,0,0
1099,2070,desktop,edge,9,0
1069,2085,desktop,chrome,7,0
1040,2050,desktop,safari,18,0
1053,2064,desktop,firefox,15,0
1045,2092,mobile,chrome,12,0
1059,2051,mobile,edge,23,0
1059,2094,mobile,safari,4,0
1056,2029,mobile,edge,17,0
1030,2056,desktop,chrome,8,0
1083,2078,desktop,safari,3,1
1023,2081,mobile,edge,13,0
1088,2098,tablet,safari,6,0
1035,2029,tablet,firefox,11,0
1084,2097,tablet,firefox,23,0
1029,2041,mobile,safari,6,1
1023,2010,desktop,edge,10,0
1029,2026,desktop,edge,21,0
1085,2023,tablet,edge,14,0
1091,2098,tablet,firefox,6,0
1006,2038,desktop,chrome,19,0
1034,2071,tablet,chrome,16,0
1054,2017,tablet,safari,4,0
1091,2076,desktop,edge,7,0
1013,2044,tablet,safari,9,0
1009,2087,tablet,chrome,5,0
1079,2086,mobile,chrome,20,0
1015,2011,tablet,edge,1,0
1053,2048,mobile,safari,4,0
1094,2093,desktop,edge,9,0
1088,2030,mobile,chrome,2,0
1076,2091,desktop,chrome,12,0
1069,2021,mobile,edge,15,0
1043,2043,mobile,safari,14,0
1072,2091,mobile,firefox,1,0
1044,2063,tablet,edge,2,0
1099,2076,tablet,chrome,19,0
1055,2024,tablet,firefox,17,0
1083,2050,tablet,edge,19,0
1081,2006,tablet,firefox,19,0
1056,2005,mobile,edge,14,0
1020,2023,tablet,chrome,21,0
1067,2018,desktop,edge,4,0
1049,2082,mobile,firefox,22,0
1032,2099,mobile,safari,10,0
1090,2008,desktop,chrome,22,0
1006,2035,tablet,chrome,2,0
1069,2039,desktop,firefox,8,0
1014,2092,mobile,edge,6,0
1081,2023,mobile,edge,22,0
1031,2047,mobile,edge,1,0
1074,2062,desktop,chrome,14,1
1019,2068,tablet,chrome,11,0
1087,2052,mobile,firefox,15,0
1014,2053,tablet,edge,15,0
1047,2041,mobile,edge,15,0
1070,2044,tablet,firefox,18,1
1020,2089,desktop,chrome,2,0
1041,2013,mobile,chrome,21,0
1025,2028,mobile,safari,19,1
1013,2005,mobile,safari,3,0
1056,2006,desktop,edge,0,0
1036,2036,desktop,chrome,21,0
1057,2052,tablet,edge,7,1
1020,2017,desktop,chrome,23,1
1081,2086,mobile,safari,14,0
1068,2037,tablet,firefox,23,0
1002,2058,desktop,chrome,20,0
1086,2000,tablet,safari,21,0
1089,2067,tablet,safari,4,0
1036,2043,tablet,chrome,19,0
1087,2046,mobile,edge,11,0
1048,2034,mobile,chrome,19,0
1018,2086,desktop,safari,19,0
1088,2090,mobile,chrome,3,0
1084,2059,tablet,firefox,21,1
1011,2089,tablet,edge,14,0
1060,2051,mobile,chrome,5,0
1040,2007,tablet,safari,4,0
1032,2079,mobile,safari,10,0
1049,2040,tablet,edge,13,0
1067,2002,desktop,chrome,10,0
1070,2095,desktop,safari,8,0
1085,2068,mobile,edge,23,0
1032,2083,mobile,firefox,9,0
1080,2013,mobile,edge,5,0
1023,2095,mobile,chrome,10,0
1060,2025,mobile,chrome,8,0
1060,2069,tablet,safari,4,0
1097,2057,desktop,firefox,9,1
1027,2099,tablet,chrome,19,0
1057,2039,desktop,safari,13,0
1042,2050,tablet,edge,5,0
1040,2004,tablet,edge,3,0
1038,2076,tablet,chrome,23,0
1085,2031,mobile,firefox,22,0
1048,2079,desktop,safari,20,0
1016,2000,mobile,chrome,9,0
1097,2076,mobile,safari,21,0
1069,2053,tablet,edge,10,0
1069,2010,desktop,safari,15,0
1097,2052,desktop,edge,6,0
1064,2007,desktop,firefox,17,0
1073,2024,desktop,firefox,6,0
1084,2039,mobile,edge,23,0
1004,2031,mobile,chrome,20,0
1001,2087,desktop,edge,14,0
1021,2027,mobile,safari,18,1
1056,2077,desktop,safari,17,0
1065,2002,mobile,safari,14,1
1073,2099,tablet,chrome,17,0
1097,2090,tablet,firefox,2,0
1015,2083,desktop,firefox,0,0
1050,2078,desktop,safari,0,0
1038,2061,mobile,chrome,6,0
1085,2026,desktop,safari,9,0
1075,2044,desktop,firefox,11,0
1087,2091,mobile,edge,7,0
1039,2024,desktop,safari,21,0
1037,2060,desktop,safari,22,0
1059,2043,tablet,safari,16,0
1058,2096,tablet,firefox,13,1
1009,2045,tablet,chrome,16,0
1098,2013,desktop,edge,20,0
1063,2007,mobile,edge,22,0
1062,2047,tablet,edge,5,0
1048,2013,desktop,safari,19,0
1063,2064,tablet,firefox,16,0
1031,2079,mobile,edge,19,0
1006,2081,mobile,safari,7,0
1020,2006,mobile,chrome,12,0
1019,2078,mobile,safari,15,0
1025,2087,mobile,edge,11,0
1067,2048,mobile,edge,16,1
1085,2054,desktop,chrome,17,0
1014,2012,tablet,firefox,7,0
1084,2072,mobile,chrome,17,1
1078,2055,tablet,chrome,10,0
1085,2055,tablet,edge,12,0
1091,2014,desktop,edge,11,0
1013,2056,mobile,firefox,14,1
1026,2057,mobile,edge,2,0
1039,2034,desktop,chrome,2,0
1057,2087,desktop,chrome,5,1
1027,2096,desktop,firefox,2,0
1025,2015,desktop,edge,8,0
1062,2007,desktop,edge,10,0
1065,2092,tablet,chrome,7,0
1024,2086,desktop,chrome,3,0
1002,2044,mobile,edge,21,0
1071,2094,mobile,safari,23,0
1043,2039,desktop,chrome,19,0
1096,2053,desktop,chrome,14,0
1041,2013,desktop,chrome,4,0
1098,2058,desktop,firefox,6,0
1005,2093,desktop,edge,7,1
1038,2052,mobile,edge,6,0
1051,2026,tablet,edge,7,0
1022,2046,desktop,chrome,3,0
1088,2079,desktop,edge,0,0
1049,2005,desktop,edge,21,0
1042,2054,mobile,edge,4,1
1018,2096,mobile,firefox,10,0
1068,2043,tablet,firefox,3,1
1050,2017,tablet,chrome,1,0
1010,2015,tablet,edge,16,1
1011,2011,tablet,chrome,11,0
1073,2019,mobile,chrome,1,0
1007,2044,tablet,chrome,8,0
1023,2063,desktop,chrome,5,0
1091,2058,mobile,chrome,5,0
1040,2092,mobile,chrome,17,0
1035,2093,mobile,firefox,21,0
1084,2089,desktop,safari,2,1
1071,2021,mobile,firefox,14,0
1054,2096,desktop,chrome,6,0
1008,2046,tablet,safari,12,0
1046,2028,mobile,safari,9,0
1014,2085,desktop,edge,3,0
1047,2044,mobile,chrome,15,0
1081,2076,tablet,chrome,8,0
1041,2008,mobile,firefox,20,0
1059,2023,tablet,safari,9,0
1083,2014,mobile,safari,18,0
1069,2035,desktop,chrome,16,0
1011,2012,tablet,edge,0,1
1001,2090,mobile,chrome,12,0
1006,2043,tablet,safari,3,0
1079,2070,tablet,edge,14,1
1002,2071,desktop,edge,9,0
1002,2077,desktop,safari,19,0
1026,2075,desktop,chrome,8,0
1039,2035,desktop,chrome,7,0
1032,2060,tablet,chrome,19,1
1091,2080,tablet,firefox,5,0
1000,2039,mobile,firefox,22,0
1007,2092,mobile,edge,9,1
1031,2026,mobile,chrome,23,0
1047,2000,desktop,firefox,19,0
1003,2033,tablet,edge,16,1
1093,2067,tablet,safari,4,0
1069,2087,mobile,safari,13,0
1018,2020,mobile,chrome,16,0
1031,2032,tablet,safari,10,1
1008,2006,desktop,safari,3,0
1011,2064,mobile,safari,22,0
1010,2002,mobile,edge,22,0
1045,2050,tablet,safari,16,0
1015,2078,tablet,safari,1,0
1000,2094,mobile,edge,20,1
1062,2053,mobile,firefox,21,0
1020,2079,desktop,edge,0,1
1029,2073,desktop,firefox,17,0
1012,2092,desktop,edge,6,0
1033,2058,desktop,chrome,21,0
1003,2005,mobile,safari,5,1
1027,2028,mobile,firefox,5,1
1094,2016,mobile,edge,13,1
1058,2059,desktop,firefox,22,0
1026,2021,mobile,firefox,11,0
1068,2023,tablet,safari,13,0
1024,2080,desktop,firefox,13,0
1002,2084,tablet,edge,11,0
1096,2050,desktop,chrome,8,0
1067,2049,mobile,chrome,8,0
1024,2010,desktop,safari,1,0
1019,2055,tablet,edge,17,0
1033,2070,desktop,edge,4,0
1025,2041,tablet,chrome,22,0
1004,2038,mobile,edge,11,0
1098,2068,tablet,firefox,13,0
1060,2047,mobile,safari,12,0
1091,2056,tablet,chrome,2,0
1092,2020,mobile,safari,14,0
1008,2081,tablet,firefox,14,0
1049,2098,mobile,chrome,2,0
1005,2019,mobile,edge,19,0
1082,2014,mobile,edge,18,0
1059,2068,tablet,firefox,14,0
1043,2076,tablet,chrome,18,0
1010,2050,mobile,safari,7,0
1065,2075,desktop,chrome,22,0
1046,2061,mobile,edge,12,0
1072,2084,desktop,chrome,22,0
1084,2036,mobile,chrome,9,0
1087,2005,tablet,edge,1,0
1097,2070,desktop,edge,10,0
1085,2025,tablet,safari,21,0
1002,2007,desktop,chrome,18,0
1075,2072,desktop,edge,8,0
1091,2090,desktop,firefox,8,1
1029,2003,desktop,edge,5,1
1089,2020,tablet,safari,9,0
1020,2030,desktop,safari,21,0
1027,2020,mobile,firefox,23,0
1089,2024,mobile,safari,7,0
1061,2014,desktop,chrome,14,1
1032,2034,tablet,safari,5,1
1084,2048,tablet,firefox,6,0
1034,2042,desktop,safari,19,0
1051,2040,tablet,firefox,16,0
1033,2036,tablet,safari,3,0
1040,2056,tablet,edge,7,0
1050,2041,desktop,firefox,12,0
1046,2046,mobile,safari,23,0
1081,2091,mobile,chrome,13,0
1057,2060,mobile,firefox,17,0
1074,2013,mobile,firefox,22,0
1056,2067,mobile,safari,16,0
1022,2052,tablet,edge,17,0
1047,2083,tablet,edge,13,1
1021,2033,tablet,safari,23,0
1016,2075,desktop,safari,10,1
1068,2096,tablet,chrome,9,0
1010,2023,mobile,safari,12,0
1093,2019,tablet,firefox,19,0
1014,2068,mobile,safari,15,0
1090,2029,tablet,chrome,13,1
1034,2087,mobile,safari,2,0
1032,2006,tablet,safari,17,0
1083,2035,mobile,firefox,5,0
1015,2037,mobile,edge,19,0
1033,2079,desktop,safari,2,0
1065,2051,tablet,chrome,18,0
1098,2014,mobile,safari,2,0
1039,2045,tablet,safari,11,0
1027,2022,mobile,firefox,7,0
1046,2011,desktop,edge,4,0
1038,2092,desktop,edge,16,0
1069,2043,desktop,edge,9,0
1072,2014,desktop,safari,20,1
1019,2092,mobile,firefox,16,0
1000,2048,tablet,firefox,8,0
1071,2020,desktop,safari,12,0
1086,2014,desktop,firefox,9,0
1062,2013,desktop,edge,7,0
1066,2041,tablet,firefox,6,1
1003,2079,mobile,safari,1,0
1057,2014,mobile,safari,1,0
1024,2062,mobile,chrome,3,0
1046,2067,mobile,chrome,8,0
1037,2026,tablet,firefox,13,0
1014,2086,tablet,firefox,23,0
1062,2092,tablet,safari,10,0
1020,2052,desktop,chrome,20,0
1098,2051,tablet,chrome,6,1
1056,2062,mobile,edge,18,0
1052,2072,tablet,edge,3,0
1045,2052,desktop,safari,1,0
1013,2056,mobile,safari,22,0
1099,2051,tablet,safari,21,0
1075,2042,mobile,safari,20,0
1016,2006,mobile,chrome,22,1
1038,2041,tablet,safari,18,1
1008,2003,tablet,safari,20,0
1098,2068,desktop,chrome,17,0
1076,2004,tablet,edge,20,0
1078,2074,tablet,safari,6,0
1081,2091,tablet,edge,10,0
1096,2079,mobile,chrome,9,0
1005,2040,desktop,edge,10,0
1090,2093,mobile,chrome,22,0
1022,2003,tablet,safari,8,0
1058,2001,desktop,edge,2,0
1090,2066,tablet,safari,23,0
1097,2020,mobile,firefox,4,0
1045,2069,mobile,firefox,22,1
1037,2042,tablet,edge,0,0
1013,2081,desktop,chrome,0,1
1099,2068,mobile,edge,19,0
1071,2008,tablet,chrome,4,1
1061,2083,tablet,firefox,18,0
1034,2027,tablet,chrome,5,0
1018,2025,desktop,firefox,2,0
1029,2081,tablet,edge,20,0
1077,2082,tablet,safari,12,1
1083,2002,mobile,safari,16,0
1024,2072,tablet,safari,2,0
1039,2099,desktop,chrome,22,0
1087,2094,tablet,safari,2,0
1013,2048,desktop,chrome,20,0
1025,2016,tablet,safari,22,0
1086,2062,tablet,chrome,12,0
1021,2054,tablet,chrome,1,1
1047,2022,desktop,firefox,2,1
1082,2033,mobile,firefox,19,0
1050,2068,desktop,edge,15,0
1002,2014,mobile,firefox,20,0
1041,2046,desktop,chrome,11,0
1018,2002,tablet,firefox,8,0
1072,2082,tablet,firefox,15,0
1027,2027,mobile,firefox,3,0
1083,2002,mobile,chrome,19,0
1044,2003,desktop,chrome,17,0
1070,2087,desktop,edge,0,1
1077,2030,mobile,firefox,6,0
1062,2044,mobile,firefox,19,0
1072,2058,desktop,chrome,11,0
1018,2044,mobile,edge,7,0
1046,2074,mobile,edge,7,1
1013,2036,mobile,chrome,23,0
1037,2064,mobile,firefox,21,1
1052,2008,tablet,edge,8,1
1060,2016,tablet,edge,13,0
1035,2064,mobile,firefox,19,0
1039,2002,desktop,edge,4,0
1080,2025,tablet,firefox,19,0
1029,2052,desktop,edge,20,0
1008,2030,desktop,edge,1,1
1063,2025,tablet,chrome,20,0
1032,2022,desktop,edge,9,0
1051,2029,desktop,firefox,23,0
1088,2009,mobile,edge,8,0
1013,2071,mobile,chrome,6,0
1074,2088,mobile,edge,22,0
1052,2063,tablet,safari,21,0
1098,2021,mobile,firefox,17,0
1058,2014,desktop,safari,11,0
1077,2055,desktop,chrome,10,0
1093,2073,desktop,safari,9,0
1040,2019,desktop,edge,12,0
1067,2046,desktop,firefox,8,1
1067,2086,tablet,safari,15,1
1091,2052,desktop,edge,20,0
1007,2052,tablet,safari,21,0
1001,2000,desktop,edge,16,0
1085,2001,tablet,edge,4,0
1040,2057,tablet,safari,5,0
1054,2018,desktop,chrome,9,0
1015,2061,desktop,firefox,10,0
1092,2077,desktop,chrome,1,0
1061,2071,desktop,safari,6,1
1047,2011,mobile,edge,13,1
1029,2025,mobile,safari,3,1
1011,2026,tablet,edge,4,1
1034,2028,tablet,edge,18,0
1010,2014,mobile,chrome,20,0
1063,2045,tablet,chrome,19,0
1049,2000,desktop,safari,9,0
1084,2059,tablet,firefox,5,0
1020,2091,tablet,chrome,1,1
1068,2056,tablet,edge,2,0
1047,2002,mobile,safari,14,0
1019,2017,mobile,safari,9,0
1066,2051,tablet,firefox,16,0
1043,2059,desktop,safari,6,0
1032,2033,tablet,chrome,1,0
1072,2095,mobile,edge,6,0
